id,Name,Claimed,Address,zipcode,Website,Reviews,Rating,Price_Range,Categories,URL
971,Benny Blancos Slice Of The Bronx,Yes,"616 E 13th Ave, Denver, CO, 80203",80203,bennyblancos303.com,370,3.5,$,"Pizza,
                    Sandwiches,
                    Chicken Wings",https://www.yelp.com/biz/benny-blancos-slice-of-the-bronx-denver-2
970,Erawan Cafe,Yes,"3919 E 8th Ave, Denver, CO, 80206",80206,erawanthaicafe.com,133,3.5,$,Thai,https://www.yelp.com/biz/erawan-cafe-denver-2
969,Brothers BBQ,Yes,"4645 W Colfax Ave, Denver, CO, 80204",80204,brothers-bbq.com,5,4,$$,"Barbeque,
                    Southern",https://www.yelp.com/biz/brothers-bbq-denver-10
968,Penn Station Coffee,Yes,"450 E 17th Ave, Unit 106, Denver, CO, 80203",80203,,37,4.5,$,"Coffee & Tea,
                    Sandwiches,
                    Vietnamese",https://www.yelp.com/biz/penn-station-coffee-denver-2
967,Giorgio’s NY Pizzeria,Yes,"3333 S Tamarac Dr, Ste S, Denver, CO, 80224",80224,giorgiosnypizzeria.food-place…,156,3.5,$,"Pizza,
                    Italian",https://www.yelp.com/biz/giorgios-ny-pizzeria-denver
966,Mrhao Grill,Yes,"10021 E Hampden Ave, Denver, CO, 80231",80231,,29,3.5,$$,"Chinese,
                    Barbeque",https://www.yelp.com/biz/mrhao-grill-denver-4
965,Black-Eyed Pea,Yes,"1470 S Colorado Blvd, Denver, CO, 80222",80222,blackeyedpeacolorado.com,92,3,$$,American (Traditional),https://www.yelp.com/biz/black-eyed-pea-denver
964,Lomito Gourmet,Yes,"800 E 73rd Ave, Denver, CO, 80229",80229,lomitogourmet.com,7,4.5,$,"Food Trucks,
                    Peruvian",https://www.yelp.com/biz/lomito-gourmet-denver
963,The Garlic Knot,Yes,"6217 E 14th Ave, Denver, CO, 80220",80220,garlicknotpizza.com,119,3.5,$$,"Pizza,
                    Italian",https://www.yelp.com/biz/the-garlic-knot-denver-2
962,El Chalate,No,"8119 E Colfax Ave, Denver, CO, 80220",80220,,93,4,$,"Mexican,
                    Salvadoran",https://www.yelp.com/biz/el-chalate-denver
961,Crush Pizza and Tap,Yes,"1200 W 38th Ave, Denver, CO, 80211",80211,crushpizzatap.com,288,3.5,$$,"Pizza,
                    Sandwiches,
                    Chicken Wings",https://www.yelp.com/biz/crush-pizza-and-tap-denver-2
960,Texas Roadhouse,Yes,"8470 E Northfield Blvd, Denver, CO, 80238",80238,texasroadhouse.com,120,3.5,$$,"Barbeque,
                    Steakhouses",https://www.yelp.com/biz/texas-roadhouse-denver-3
959,Rialto Cafe,Yes,"934 16th St, Denver, CO, 80202",80202,rialtocafe.com,667,3.5,$$,American (New),https://www.yelp.com/biz/rialto-cafe-denver
958,Snarf’s Sandwiches,Yes,"2425 Broadway, Denver, CO, 80205",80205,eatsnarfs.com,49,3,$$,"Salad,
                    Italian,
                    Sandwiches",https://www.yelp.com/biz/snarfs-sandwiches-denver-3
957,Little India Restaurant & Bar,Yes,"1533 Champa St, Denver, CO, 80202",80202,littleindiadowntowndenver.com,450,3.5,$$,"Indian,
                    Vegetarian,
                    Gluten-Free",https://www.yelp.com/biz/little-india-restaurant-and-bar-denver-5
956,The Hummus and Pita,Yes,"825 16th St Mall, Denver, CO, 80202",80202,hummusandpitas.com/Location-T…,42,4,$,Greek,https://www.yelp.com/biz/the-hummus-and-pita-denver
955,Menya Ramen & Poke,Yes,"2222 S Havana St, Unit J, Aurora, CO, 80014",80014,,5,5,,"Ramen,
                    Poke",https://www.yelp.com/biz/menya-ramen-and-poke-aurora-3
954,Shondiz,Yes,"8000 E Quincy Ave, Unit 1000, Denver, CO, 80237",80237,shondiz.com,51,4.5,$,"Mediterranean,
                    Persian/Iranian",https://www.yelp.com/biz/shondiz-denver-17
953,Candle Light Tavern,Yes,"383 S Pearl St, Denver, CO, 80209",80209,candlelighttavern.com,110,4,$,"Dive Bars,
                    American (Traditional)",https://www.yelp.com/biz/candle-light-tavern-denver
952,Hayati Mediterranean Grill,Yes,"2958 N Downing St, Denver, CO, 80205",80205,,3,3.5,$,Mediterranean,https://www.yelp.com/biz/hayati-mediterranean-grill-denver
951,Fat Shack,Yes,"2041 S University Blvd, Denver, CO, 80210",80210,fatshack.com,66,3,$,"Sandwiches,
                    Burgers",https://www.yelp.com/biz/fat-shack-denver
950,Mercury Cafe,Yes,"2199 California St, Denver, CO, 80205",80205,mercurycafe.com,278,3.5,$$,"Music Venues,
                    American (New)",https://www.yelp.com/biz/mercury-cafe-denver
949,J’s Noodles & New Thai,Yes,"1842 S Parker Rd, Denver, CO, 80231",80231,jnoodlesnewthai.blogspot.com,194,4,$,"Thai,
                    Noodles",https://www.yelp.com/biz/js-noodles-and-new-thai-denver-3
948,Lucky Strike Denver,Yes,"500 16th St, Ste 340, Denver, CO, 80202",80202,luckystrikesocial.com/locatio…,258,3,$$,"Bowling,
                    Venues & Event Spaces,
                    American (Traditional)",https://www.yelp.com/biz/lucky-strike-denver-denver-2
947,Just BE Kitchen,Yes,"2364 15th St, Denver, CO, 80202",80202,justbekitchen.com,217,4,$$,"Gluten-Free,
                    Breakfast & Brunch,
                    American (New)",https://www.yelp.com/biz/just-be-kitchen-denver
946,Berriegood Co,Yes,"681 E Louisiana Ave, Ste 102, Denver, CO, 80210",80210,berriegood.com,115,4.5,$$,"Juice Bars & Smoothies,
                    Vegan,
                    Vegetarian",https://www.yelp.com/biz/berriegood-co-denver-2
945,Pine Cone Cafe,Yes,"98 Spruce St, Denver, CO, 80230",80230,,3,4,$$,American (New),https://www.yelp.com/biz/pine-cone-cafe-denver-2
944,Copper Door,Yes,"900 W 1st Ave, Ste 180, Denver, CO, 80223",80223,copperdoorcoffee.com,21,4.5,$,"Cafes,
                    Coffee Roasteries,
                    Coffee & Tea",https://www.yelp.com/biz/copper-door-denver
943,Doppio Coffee,Yes,"1245 E Colfax Ave, Ste 105, Denver, CO, 80218",80218,doppiocoffee.co,37,5,$,"Coffee & Tea,
                    Breakfast & Brunch,
                    Sandwiches",https://www.yelp.com/biz/doppio-coffee-denver
942,The Noshery,Yes,"4994 Lowell Blvd, Denver, CO, 80221",80221,nosherycafe.com,212,4.5,$,"Breakfast & Brunch,
                    Bakeries,
                    Sandwiches",https://www.yelp.com/biz/the-noshery-denver-3
941,Buchi Cafe Cubano,Yes,"2651 W 38th Ave, Denver, CO, 80211",80211,buchicafecubano.com,390,4,$,"Cuban,
                    Coffee & Tea,
                    Sandwiches",https://www.yelp.com/biz/buchi-cafe-cubano-denver
940,Mecca Grill,Yes,"270 S Downing St, Denver, CO, 80209",80209,meccagrilldenver.com,152,3.5,$$,"Mediterranean,
                    Moroccan,
                    Lebanese",https://www.yelp.com/biz/mecca-grill-denver
939,Famous Buffalo Wings & Things,Yes,"8208 E Colfax Ave, Denver, CO, 80220",80220,colfaxfamouswings.com,35,4,$,"Chicken Wings,
                    Burgers,
                    Sandwiches",https://www.yelp.com/biz/famous-buffalo-wings-and-things-denver-3
938,Ignite Kitchen + Cocktails,Yes,"2124 Larimer St, Denver, CO, 80205",80205,ignite-denver.com,689,3.5,$$,"American (New),
                    Gluten-Free,
                    Burgers",https://www.yelp.com/biz/ignite-kitchen-cocktails-denver
937,Las Delicias Uptown,Yes,"439 E 19th Ave, Denver, CO, 80203",80203,lasdelicias.us,259,3,$$,"Mexican,
                    Desserts,
                    Breakfast & Brunch",https://www.yelp.com/biz/las-delicias-uptown-denver
936,Inside Scoop Creamery,Yes,"1535 Platte St, Denver, CO, 80202",80202,insidescoopdenver.com,136,4.5,$,"Ice Cream & Frozen Yogurt,
                    Soup,
                    Donuts",https://www.yelp.com/biz/inside-scoop-creamery-denver-2
935,Triple Tree Cafe,Yes,"1201 E Colfax Ave, Ste 102, Denver, CO, 80218",80218,,50,4.5,$$,"Breakfast & Brunch,
                    Coffee & Tea,
                    Sandwiches",https://www.yelp.com/biz/triple-tree-cafe-denver
934,Illegal Pete’s DU,Yes,"1744 E Evans Ave, Denver, CO, 80210",80210,illegalpetes.com,224,4,$,"Mexican,
                    Bars,
                    Breakfast & Brunch",https://www.yelp.com/biz/illegal-petes-du-denver
933,Wafflerita- Walking Waffles,Yes,"Denver, CO, 80206",80206,wafflerita.com,1,5,$$,"Caterers,
                    Food Trucks,
                    Waffles",https://www.yelp.com/biz/wafflerita-walking-waffles-denver-2
932,The Pioneer Bar,Yes,"2401 S University Blvd, Denver, CO, 80210",80210,thepioneerbar.com,182,3.5,$$,"Dive Bars,
                    Mexican",https://www.yelp.com/biz/the-pioneer-bar-denver
931,W XYZ Bar,Yes,"800 15th St, Aloft Denver Downtown, Denver, CO, 80202",80202,aloftdenverdowntown.com,14,4.5,$$,"Venues & Event Spaces,
                    Tapas/Small Plates,
                    Cocktail Bars",https://www.yelp.com/biz/w-xyz-bar-denver
930,La Villa Real,Yes,"707 Federal Blvd, Denver, CO, 80204",80204,,6,5,$,"Food Trucks,
                    Mexican",https://www.yelp.com/biz/la-villa-real-denver
929,Huckleberry Roasters,Yes,"4301 Pecos St, Denver, CO, 80211",80211,huckleberryroasters.com,150,4.5,$,"Cafes,
                    Coffee Roasteries,
                    Wholesale Stores",https://www.yelp.com/biz/huckleberry-roasters-denver
928,Bazille at Nordstrom,Yes,"2810 E 1st Ave, Denver, CO, 80206",80206,restaurants.nordstrom.com,13,4.5,$,"American (New),
                    Cocktail Bars",https://www.yelp.com/biz/bazille-at-nordstrom-denver
927,Players Pub,Yes,"8 S Broadway, Denver, CO, 80209",80209,,9,4,$$,"Arcades,
                    Sports Bars,
                    Burgers",https://www.yelp.com/biz/players-pub-denver-2
926,Grandpa’s Burger Haven,Yes,"23 S Federal Blvd, Denver, CO, 80219",80219,,87,3.5,$,"Burgers,
                    American (Traditional)",https://www.yelp.com/biz/grandpas-burger-haven-denver-2
925,The Yabby Hut,Yes,"3355 S Yarrow St, Unit E131, Lakewood, CO, 80227",80227,yabbyhut.com,441,4,$$,"Cajun/Creole,
                    Seafood",https://www.yelp.com/biz/the-yabby-hut-lakewood-2
924,Marczyk Fine Foods,Yes,"5100 E Colfax, Denver, CO, 80220",80220,marczykfinefoods.com,124,4,$$,"Grocery,
                    Delis,
                    Butcher",https://www.yelp.com/biz/marczyk-fine-foods-denver-2
923,HuHot Mongolian Grill,Yes,"8336 Northfield Blvd, Ste 1600, Denver, CO, 80238",80238,huthot.com,94,3,$$,"Mongolian,
                    Asian Fusion,
                    Chinese",https://www.yelp.com/biz/huhot-mongolian-grill-denver-4
922,Southside Bar & Kitchen,Yes,"3014 E Colfax Ave, Denver, CO, 80206",80206,southsidecolfax.com,35,3.5,$,"American (Traditional),
                    Beer Bar,
                    Cocktail Bars",https://www.yelp.com/biz/southside-bar-and-kitchen-denver
921,Tavern Downtown,Yes,"1949 Market St, Denver, CO, 80202",80202,tavernhg.com/downtown,352,3,$$,"American (Traditional),
                    Sports Bars",https://www.yelp.com/biz/tavern-downtown-denver-2
920,Vinh Xuong Bakery,Yes,"375 S Federal Blvd, Unit 112, Denver, CO, 80219",80219,,97,4.5,$,"Bakeries,
                    Vietnamese,
                    Chinese",https://www.yelp.com/biz/vinh-xuong-bakery-denver
919,Inga’s Alpine Tavern,Yes,"5151 Leetsdale Dr, Denver, CO, 80246",80246,ingasalpinetavern.com,109,4,$$,"Cocktail Bars,
                    Lounges,
                    Sandwiches",https://www.yelp.com/biz/ingas-alpine-tavern-denver
918,Rio Grande Mexican Restaurant,Yes,"1525 Blake St, Denver, CO, 80202",80202,riograndemexican.com,637,3.5,$$,"Mexican,
                    Tex-Mex",https://www.yelp.com/biz/rio-grande-mexican-restaurant-denver-2
917,Lechuga’s Italian Restaurant,Yes,"7475 W Colfax Ave, Ste 108, Denver, CO, 80214",80214,lechugasitalian.com,36,3.5,$,Italian,https://www.yelp.com/biz/lechugas-italian-restaurant-denver-2
916,Juan’s Super Pollo 2,Yes,"10890 E Dartmouth Ave, Unit 8, Denver, CO, 80014",80014,jspollo2.com,49,4.5,$,"Chicken Shop,
                    Mexican",https://www.yelp.com/biz/juans-super-pollo-2-denver-2
915,Colorado Brisket Company,Yes,"Denver, CO, 80209",80209,coloradobrisketcompany.com,4,4,$$,"Barbeque,
                    Caterers",https://www.yelp.com/biz/colorado-brisket-company-denver
914,Detour Bakery,Yes,"1479 S Holly St, Denver, CO, 80222",80222,,141,4.5,$,"Bakeries,
                    French,
                    American (New)",https://www.yelp.com/biz/detour-bakery-denver
913,Fireside The Bar,Yes,"1750 Welton St, Denver, CO, 80202",80202,hyatt.com,2,4.5,$$,"Bars,
                    Tapas/Small Plates",https://www.yelp.com/biz/fireside-the-bar-denver
912,Hinman’s Bakery,Yes,"4850 E 39th Ave, Denver, CO, 80204",80204,,15,5,$,"Bakeries,
                    Sandwiches,
                    Custom Cakes",https://www.yelp.com/biz/hinmans-bakery-denver
911,Santiago’s,Yes,"6365 E Hampden Ave, Ste 101, Denver, CO, 80222",80222,eatatsantiagos.com,73,4,$,Mexican,https://www.yelp.com/biz/santiagos-denver-5
910,Gio Cha Cali,Yes,"1008 S Federal Blvd, Denver, CO, 80219",80219,,11,4.5,$,Vietnamese,https://www.yelp.com/biz/gio-cha-cali-denver
909,Carbon Cafe & Bar,Yes,"1553 Platte St, Ste 130, Denver, CO, 80202",80202,carbondenver.com,282,4,$$,"Cafes,
                    American (New),
                    Cocktail Bars",https://www.yelp.com/biz/carbon-cafe-and-bar-denver-2
908,Spanky’s Roadhouse,Yes,"1800 E Evans Ave, Denver, CO, 80210",80210,spankysur.com,166,3.5,$$,"American (New),
                    Desserts,
                    Burgers",https://www.yelp.com/biz/spankys-roadhouse-denver-3
907,Famous Dave’s Bar-B-Que,Yes,"7557 E 36th Ave, Denver, CO, 80238",80238,famousdaves.com/t,205,3.5,$$,"Barbeque,
                    Comfort Food,
                    American (Traditional)",https://www.yelp.com/biz/famous-daves-bar-b-que-denver-2
906,The Copper Pot,Yes,"2796 S Broadway St, Englewood, CO, 80113",80113,copperpotfamily.com,351,4,$$,"Desserts,
                    American (Traditional),
                    Comfort Food",https://www.yelp.com/biz/the-copper-pot-englewood-4
905,Go Go Bao,Yes,"Denver, CO, 80212",80212,gogobaodenver.com,6,5,$,"Food Trucks,
                    Asian Fusion,
                    Taiwanese",https://www.yelp.com/biz/go-go-bao-denver-2
904,Tacos Rapidos,Yes,"2345 W Alameda Ave, Denver, CO, 80223",80223,,97,3.5,$,Mexican,https://www.yelp.com/biz/tacos-rapidos-denver-2
903,14ers,Yes,"7525 E Hampden Ave, Denver, CO, 80231",80231,embassysuites3.hilton.com/en/…,4,4.5,$$,"Bars,
                    American (New)",https://www.yelp.com/biz/14ers-denver
902,Pizzeria Locale,Yes,"3484 W 32nd Ave, Denver, CO, 80211",80211,pizzerialocale.com/home,179,4.5,$,"Italian,
                    Pizza,
                    Fast Food",https://www.yelp.com/biz/pizzeria-locale-denver-5
901,Jax Fish House Glendale,Yes,"650 S Colorado Blvd, Glendale, CO, 80246",80246,jaxfishhouse.com,417,4,$$$,"Seafood,
                    Breakfast & Brunch",https://www.yelp.com/biz/jax-fish-house-glendale-glendale
900,The Corner Office,Yes,"1401 Curtis St, Denver, CO, 80202",80202,thecornerofficedenver.com,758,3.5,$$,"American (New),
                    Lounges",https://www.yelp.com/biz/the-corner-office-denver
899,Swing Thai,Yes,"845 Colorado Blvd, Denver, CO, 80206",80206,swingthai.com,276,3.5,$$,"Thai,
                    Bars",https://www.yelp.com/biz/swing-thai-denver
898,Hungry Wolf BBQ,Yes,"9865 E Hampden Ave, Denver, CO, 80231",80231,hungry-wolf.surge.sh,120,4,$$,"Southern,
                    Barbeque,
                    Seafood",https://www.yelp.com/biz/hungry-wolf-bbq-denver-2
897,Rosenberg’s Kosher,Yes,"942 S Monaco Pkwy, Denver, CO, 80224",80224,rosenbergskosher.com,26,4,$,"Bagels,
                    Bakeries,
                    Kosher",https://www.yelp.com/biz/rosenbergs-kosher-denver-2
896,College Inn,Yes,"4400 E 8th Ave, Denver, CO, 80224",80224,collegeinndenver.com,145,3.5,$$,"Sports Bars,
                    Burgers,
                    Chicken Wings",https://www.yelp.com/biz/college-inn-denver
895,Bumble Tea,Yes,"2260 E Colfax Ave, Ste 101, Denver, CO, 80206",80206,bumbleteashop.com,2,5,$,"Tea Rooms,
                    Bakeries,
                    Breakfast & Brunch",https://www.yelp.com/biz/bumble-tea-denver
894,Pho 89,Yes,"1180 S Parker Rd, Denver, CO, 80231",80231,,93,4,$,Vietnamese,https://www.yelp.com/biz/pho-89-denver
893,Fontana Sushi,Yes,"701 E 6th Ave, Denver, CO, 80203",80203,fontanacuisine.com,19,4.5,$$,Sushi Bars,https://www.yelp.com/biz/fontana-sushi-denver-3
892,TGI Fridays,Yes,"8104 East 49th Ave, Denver, CO, 80238",80238,tgifridays.com/locations/2616…,150,2.5,$$,American (Traditional),https://www.yelp.com/biz/tgi-fridays-denver
891,Butcher Block Cafe,Yes,"5002 Washington St, Denver, CO, 80216",80216,butcherblockcafe.com,40,4,$,"American (Traditional),
                    Cafes",https://www.yelp.com/biz/butcher-block-cafe-denver-2
890,The Market At Larimer Square,Yes,"1445 Larimer St, Denver, CO, 80202",80202,themarketatlarimer.com,661,4,$$,"Coffee & Tea,
                    Sandwiches,
                    Bakeries",https://www.yelp.com/biz/the-market-at-larimer-square-denver
889,MOD Pizza,Yes,"9135 E Northfield Blvd, Suite 140, Denver, CO, 80230",80230,modpizza.com,43,4.5,$$,"Fast Food,
                    Pizza",https://www.yelp.com/biz/mod-pizza-denver
888,Huckleberry Roasters at Dairy Block,Yes,"1800 Wazee St, Denver, CO, 80202",80202,huckleberryroasters.com,35,4,$$,"Coffee Roasteries,
                    Breakfast & Brunch",https://www.yelp.com/biz/huckleberry-roasters-at-dairy-block-denver
887,Maddie’s Restaurant,Yes,"2425 S Downing St, Denver, CO, 80210",80210,maddiesrestaurant.com,317,4,$$,"Breakfast & Brunch,
                    Cafes",https://www.yelp.com/biz/maddies-restaurant-denver
886,Villagran Restaurante,Yes,"1512 W Alameda Ave, Denver, CO, 80223",80223,,32,4.5,$$,"Mexican,
                    Seafood,
                    Fast Food",https://www.yelp.com/biz/villagran-restaurante-denver
885,Casey’s Bistro & Pub,Yes,"7301 E 29th Ave, Denver, CO, 80238",80238,coloradopubco.com,166,3.5,$$,"Pubs,
                    Irish,
                    American (Traditional)",https://www.yelp.com/biz/caseys-bistro-and-pub-denver
884,Romes Saloon,Yes,"785 W Mississippi Ave, Denver, CO, 80223",80223,romessaloon.com,59,4,$,"American (Traditional),
                    Tacos,
                    Seafood",https://www.yelp.com/biz/romes-saloon-denver-2
883,Moe’s Original Bar B Que,Yes,"530 Broadway St, Denver, CO, 80203",80203,moesdenver.com/denver-bbq-res…,211,3,$$,Barbeque,https://www.yelp.com/biz/moes-original-bar-b-que-denver-7
882,Island Noodles Colorado,Yes,"Denver, CO, 80203",80203,islandnoodlescolorado.com,3,3.5,,"Noodles,
                    Pop-Up Restaurants",https://www.yelp.com/biz/island-noodles-colorado-denver-2
881,Agave Taco Bar,Yes,"2217 E Mississippi Ave, Denver, CO, 80210",80210,agavetacobar.com,285,3.5,$$,"Mexican,
                    Bars",https://www.yelp.com/biz/agave-taco-bar-denver
880,European Market,Yes,"1990 Wadsworth Blvd, Lakewood, CO, 80214",80214,europeandelicious.com,72,5,$,"Delis,
                    International Grocery",https://www.yelp.com/biz/european-market-lakewood
879,El Tamalero,Yes,"1124 Yosemite St, Denver, CO, 80010",80010,eltamalerodenver.com/contact,7,5,$,Mexican,https://www.yelp.com/biz/el-tamalero-denver
878,Samarkand,Yes,"1842 S Parker Rd, Denver, CO, 80231",80231,,40,4,$$,"Uzbek,
                    Russian,
                    Mediterranean",https://www.yelp.com/biz/samarkand-denver
877,Royal Rooster,Yes,"3316 Tejon St, Denver, CO, 80211",80211,oldmajordenver.com/royal-roos…,17,4,$$,"American (New),
                    American (Traditional),
                    Breakfast & Brunch",https://www.yelp.com/biz/royal-rooster-denver
876,The Crafty Fox,Yes,"3901 Fox St, Denver, CO, 80216",80216,craftyfox.beer,123,4,$$,"Pizza,
                    American (New),
                    Breakfast & Brunch",https://www.yelp.com/biz/the-crafty-fox-denver
875,"Snooze An A.M., Eatery",Yes,"1701 Wynkoop St, Ste 150, Denver, CO, 80202",80202,snoozeeatery.com,858,4.5,$$,"Breakfast & Brunch,
                    Coffee & Tea,
                    Sandwiches",https://www.yelp.com/biz/snooze-an-a-m-eatery-denver-11
874,Wendell’s,Yes,"3838 Tennyson St, Denver, CO, 80212",80212,wendellsbreakfast.com,110,4,$$,"Breakfast & Brunch,
                    Diners",https://www.yelp.com/biz/wendells-denver
873,CHUBurger,Yes,"3490 Larimer St, Denver, CO, 80205",80205,oskarbluesfooderies.com/chubu…,90,3,$$,"Burgers,
                    Beer Bar,
                    American (Traditional)",https://www.yelp.com/biz/chuburger-denver-3
872,Seattle Fish Company,Yes,"6211 E 42nd Ave, Denver, CO, 80216",80216,seattlefish.com/about/news/se…,1,5,$,"Seafood,
                    Grocery,
                    Seafood Markets",https://www.yelp.com/biz/seattle-fish-company-denver
871,Syntax Physic Opera,Yes,"554 S Broadway, Denver, CO, 80209",80209,physicopera.com,87,4,$$,"Music Venues,
                    Bars,
                    Tapas/Small Plates",https://www.yelp.com/biz/syntax-physic-opera-denver
870,Jett Sushi,Yes,"5007 E Colfax Ave, Denver, CO, 80220",80220,jettsushi.com,319,3.5,$$,"Sushi Bars,
                    Ramen",https://www.yelp.com/biz/jett-sushi-denver
869,Blue Bonnet,Yes,"457 S Broadway, Denver, CO, 80209",80209,,470,3,$$,Mexican,https://www.yelp.com/biz/blue-bonnet-denver-2
868,Denver Pizza Company,Yes,"309 W 11th Ave, Denver, CO, 80204",80204,denverpizzaco.com,194,3.5,$$,Pizza,https://www.yelp.com/biz/denver-pizza-company-denver
867,Annie’s Cafe and Bar,Yes,"3100 E Colfax Ave, Denver, CO, 80206",80206,annies-cafe.com,348,3.5,$$,"Breakfast & Brunch,
                    American (Traditional)",https://www.yelp.com/biz/annies-cafe-and-bar-denver-2
866,Yak and Yeti Restaurant and Brewpub,Yes,"7803 Ralston Rd, Arvada, CO, 80002",80002,theyakandyeti.com,785,4,$$,"Indian,
                    Breweries",https://www.yelp.com/biz/yak-and-yeti-restaurant-and-brewpub-arvada-2
865,Namkeen,Yes,"3501 Wazee St, Denver, CO, 80216",80216,namkeendenver.com,11,4,$,Indian,https://www.yelp.com/biz/namkeen-denver
864,Buffalo Wild Wings,Yes,"7607 E 36th Ave, Ste 830, Denver, CO, 80238",80238,buffalowildwings.com,246,2,$$,"American (Traditional),
                    Chicken Wings,
                    Sports Bars",https://www.yelp.com/biz/buffalo-wild-wings-denver-3
863,Pei Wei,Yes,"200 Quebec St, Bldg 100, Ste 115, Denver, CO, 80230",80230,peiwei.com,85,3,$$,"Asian Fusion,
                    Chinese,
                    Gluten-Free",https://www.yelp.com/biz/pei-wei-denver
862,Taqueria Pancho Villa,Yes,"400 N Federal Blvd, Denver, CO, 80204",80204,,4,5,$$,Mexican,https://www.yelp.com/biz/taqueria-pancho-villa-denver
861,The Matador,Yes,"3496 W 32nd Ave, Denver, CO, 80211",80211,matadorrestaurants.com,292,3.5,$$,"Mexican,
                    Cocktail Bars",https://www.yelp.com/biz/the-matador-denver-2
860,Patxi’s Pizza,Yes,"185 Steele St, Denver, CO, 80206",80206,patxispizza.com,306,4,$$,"Pizza,
                    Italian,
                    Salad",https://www.yelp.com/biz/patxis-pizza-denver
